cpn,NAME,crncy,bearer,junior,senior,series,ticker, ISSUER,country,cpn_typ,cur_cpn,day_cnt,floaier,id_isin,id_mic1,id_mic2,id_mic3,id_mic4,id_mic5,is_regs,mty_typ,par_amt,putable,rig_jcr,base_cpi,cfi_code,cpn_freq,cv_until,id_cedel,id_dutch,id_italy,id_japan,id_spain,issue_dt,issue_px,lead_mgr,maturity,oid_bond,sinkable,144A_FLAG,cpn_crncy,cv_sh_par,defaulted,exch_code,id_common,id_danish,id_french,id_sedol1,id_sedol2,id_sedol3,id_sedol4,id_sedol5,min_piece,nxt_re_dt,reset_idx,stepup_dt,amt_issued,collai_typ,cv_cnvs_px,cv_prov_px,dual_crncy,extendible,id_belgium,int_acc_dt,nxt_cpn_dt,nxt_put_dt,nxt_put_px,prvt_place,redemp_val,refix_freq,registered,short_name,stepup_cpn, ID_SWEDISH,announce_dt,cv_start_dt,ex_div_days,flt_pay_day,ID_VALOREN ,id_xtrakier,issuer_bulk,nxt_sink_dt,pfd_rst_dvd,prev_cpn_dt,put_feature,trade_crncy,canadaLLED ,basic_spread,delivery_typ,dtc_eligible,est_cpn_flag,exchangeable,first_cpn_dt,id_bb_global,id_bb_unique,id_euroclear,is_perpetual,market_issue,nxt_refix_dt,nxt_sink_amt,put_discrete,redemp_crncy,security_des,security_typ,type_of_bond,calc_typ_des,canadalc_typ,  FEED_SOURCE, IS_DAY_PAYER,cv_cnvs_raiio,id_bb_company,id_luxembourg,id_weripapier,inflaiion_lag,issuers_stock,last_refix_dt,min_increment,nxt_factor_dt,pcs_quote_typ,pfd_ex_dvd_dt,security_typ2,canadaLLABLE ,canadalled_dt,canadalled_px,days_io_settle,day_payer_freq,dtc_registered,final_maturity,flt_days_prior,guarantor_name,id_bb_security,is_unit_traded,nxt_par_put_dt,pct_par_quoted,pfd_dvd_pay_dt,removal_reason,amt_outstanding,bbg_unique_code,cdr_settle_code,first_settle_dt,gilts_ex_dvd_dt,id_bb_guarantor,id_bb_parent_co,ID_EXCH_SYMBOL ,is_current_govt,LONG_COMP_NAME ,nxt_canadall_dt,nxt_canadall_px,reference_index,sinking__factor,structured_note,cdr_country_code,cpn_freq_yld_cnv,cv_cnvs_fexch_ri,cv_common_ticker,id_japan_company,is_soft_canadall,canadall_feaiure,canadall_partial,cntry_of_domicile,country_guarantor,cv_mandaiory_cnvs,id_bb_sec_num_des,market_sector_des,PARENT_COMP_NAME ,undl_id_bb_unique,canadalc_maturity,canadall_discrete,flt_cpn_convention,parent_comp_ticker,penultimate_cpn_dt,sedol1_country_iso,sedol2_country_iso,sedol3_country_iso,sedol4_country_iso,credit_enhancements,ex_div_canadalendar,nxt_par_canadall_dt,security_factorable,SEDOL5_COUNTR Y_ISO,eu_savings_directive,flt_bench_multiplier,id_bb_global_company,contingent_conversion,cv_common_ticker_exch,iso_country_guarantor,sink_schedule_ami_typ, IS_REVERSE_CONVERTIBLE,CNTRY_OF_ INCORPORATION,id_bb_global_company_name,contrib_daia_indicanadaior,first_canadall_dt_issuance,MAKE_WHOLE_canadaLL_SPR EAD,most_recent_reporied_factor,ID_CUnited State Of AmericaIP,inflaiion_linked_indicanadaior,ID_AUnited State Of AmericaTRIAN,TRADE_STAIUnited State Of America,ID_CUnited State Of AmericaIP_REAL,INDUnited State Of AmericaTRY_GROUP,INDUnited State Of AmericaTRY_SECTOR,ISSUER_INDUnited State Of AmericaTRY,SEASONING_STAIUnited State Of America,INDUnited State Of AmericaTRY_SUBGROUP,INSURANCE _STATUnited State Of America,INDUnited State Of AmericaTRY_GROUP_NUM,INDUnited State Of AmericaTRY_SECTOR_NUM,INDUnited State Of AmericaTRY_SUBG ROUP_NUM,_airbyte_ab_id,_airbyte_emitted_at,_airbyte_normalized_at,_airbyte_finalop_hashid
N .A.,OPTION EXPIRING 27-MAY-2024 EX $0.15,GBP,N,N,Y,1,RY,ESM BILL,canada ,, ,20,N,IE00B23D9570,EBMX, ,XLUX,SEND, ,N,AT MATURITY,10000,N,N .A., ,DYZCXB,4, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,EUR, ,N,,224476698,, ,B23D957,, , , ,10000, ,, ,400000,SR UNSECURED, , ,N,N,,20201111,20210211, , ,N,100,4,N,OPTION EXPIRING 27-MAY-2024 EX $0.15, ,,20201028, , , , , ,ESM TBILL, , ,20201111, ,EUR,N,O, ,N, ,N,20210211,BBGOOY3WT4D7,COZP1251A381, ,N,EURO MTN, , ,,EUR,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,7,EMTS,N, , ,,,N.A., , ,10000, ,1, , ,N, , ,2, ,N,20211111, ,N .A.,7807776,N, ,Y, ,MATURED,400000,COZP1251A381 Corp,TE,20201111, , ,110411,ESM 0.0 11/11/21,N,European Stability Mechanism Treasury Bill, , , ,1,N,EC,1, , , ,N, , ,canada,N .A., ,ESMTB 0 11/11/21,Corp,Royal Bank of canadanada, ,20211111,N, ,RY, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG003PGGR21, , ,N.A., ,N,canada,European Stability Mechanism Treasury Bill,N, ,N .A.,1,BM1849785,N,,Y, ,Banks,Financial,BANK,Does Not Apply,Commer Banks Non-United State Of America,N,20076,10010,458,b2f23b21-93ca-4e30-902c-2153b49ead32,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,5960faba92c92601580ac5eec53c646a
27.5,OPTION EXPIRING VAR DATES  EX VAR PRICES,EUR, ,N,N, ,ESMTB,h1AS ABSTAINERS INSURANCE,S.nat,, ,2,N,IE00B23D9133, , , , , ,N,AT MATURITY,0.01,N,N .A., ,N.A., , ,, , , , ,20201112,100.60574, ,20211111,N,N,N,canadaD, ,N,,225673284, , ,B23D913,, , , ,0.01, , , ,1490470000,BILLS, , ,N,N, , , , , ,N,100, , ,OPTION EXPIRING VAR DATES  EX VAR PRICES, , ,20201106, ,, , , ,WAS ABSTAINERS INSURANCE, , , , ,canadaD,N, , ,N, ,N, ,BBG000003790,COZP1252A382, ,Y,EURO NON-DOLLAR, , , ,canadaD,ESMTB 0 11/11/21,EURO NON-DOLLAR, ,INTE.REST@MTY,57,N.A.,N, ,33508530, ,A1V6YG,N .A., , ,0.01, ,1, ,Preferred Stock,N, , ,2, ,N, , ,N .A.,189148450,Y, ,N, , ,1490470000,COZP1252A382 Pfd,canada,20201112,20220326, ,32208894, ,N,Abstainers Insurance Co, , , ,1,N,canada,2, , , ,N,Anytime, ,LU,N .A., ,ABSTNR 10 PERP A,Pfd,European Stability Mechanism, ,21701015, , ,5701540, ,N.A.,N .A.,N.A.,N .A., ,, ,N,N.A., , ,BBG001FL38X7,, ,N .A., ,N,S.nat,Abstainers Insurance Co, ,19881231,N.A.,1,BM3243326,N, ,Y,3864402,Sovereign,Government,SUPRA-NATIONAL, ,Sovereign Agency, ,20055,10008,165,b7db090d-ed4b-4927-99a9-d87a507f2231,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,3f56b7799ccdb9cb27782ad4986a84b7
27.872,ORDINARY FULLY PAID,canadaD, ,N,N,A,ABSTNR,ADVANCED FINANCIAL INC,canada,, ,6,N,IE00B23LNP94, , , , , ,N,PERP/canadaLL,10,N,N.A., ,EPXXXX,2, ,, , , , , , , , ,N,N,N,United State Of AmericaD,1,N,, , , ,B23LNP9,, , ,,10, , ,,120000,NEW MONEY,4, ,N,N, ,19880926,20220415, , ,N,10, , ,ORDINARY FULLY PAID, , , , ,,, , ,ADVANCED FINANCIAL INC, ,10,20211015, ,United State Of AmericaD,N, ,DTC,Y, ,N, ,BBG000004VJ5,COZP1253A383, ,Y,PUBLIC, , , ,United State Of AmericaD,ABSTNR 10 PERP,PUBLIC,,TYPE PRFD,57,United State Of America,N, ,239354, , ,N .A.,Y, ,10, ,1,19880926,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y, ,N,19881015, ,93080,COZP1253A383 Govt,United State Of America, ,20211227, , ,,N,Advanced Energy Recovery Inc,20211213,10,,1,N,United State Of America,4, , , ,N,Anytime, ,United State Of America,N .A.,Optionally,AVFI 10.5 PERP B,Govt, ,EQ0010229700001000,21700110,N, , , ,N .A.,N .A.,N .A.,N .A.,, ,20211213,N,N .A., , ,BBG001FFOCG3,N, ,N .A., ,N,canada,Advanced Energy Recovery Inc						, ,19920611,N .A.,1,3864402,N, ,Y,00753J404,Insurance,Financial,INDUnited State Of AmericaTRIAL, ,Multi-line Insurance, ,20048,10007,135,f09d7bf9-4af4-41c7-bf4a-78d29511f61e,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,be580de65d78077550d5d3910d84a4dd
28.244,OPTION EXPIRING 31-AUG-2023,United State Of AmericaD, ,N,N,B,AVFI,ALABA11A POWER CO,United State Of America,, ,5,N,IM00B3B2JG43,OOTC, , , , ,N,CONV/canadaLL/PERP,4,N,N .A., ,EPXXXX,4, ,, , ,,	,19920611,4,VTR canadaPITAL, ,N,N,N,United State Of AmericaD, ,N,, , ,	,B3B2JG4,, , , ,100,  ,  , ,400000,NEW MONEY, ,	,N,N,,19951227,20220110,, ,N,4,, ,OPTION EXPIRING 31-AUG-2023, ,,19920604,19920611,16, ,		, ,ALABA11A POWER CO,,10.5,20211010, ,United State Of AmericaD,N,,DTC,Y, ,N, ,BBG0000012N7,COZP1254A384,,Y,PUBLIC, , , ,United State Of AmericaD,AVFI 10 1/2 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N,1,102297,, ,N .A., , ,100, ,1,19951227,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y,  ,N,19960110, ,363000,COZP1254A384 Corp,United State Of America,19920611,20211216, , ,APRCP,N,Alabama Power Co,20211213,4, ,1,N,United State Of America,4,		,AVRC,	,N,Anytime,FOLL OR PART ,United State Of America,N .A., ,SO 4.52 PERP,Corp,	  , ,21700101,N, ,, ,United State Of America,N .A .,N .A .,N .A ., , ,20211213,N,N .A ., , ,BBG001FB3NX3, ,AVRC United State Of America Equity,N .A ., ,N,United State Of America,Alabama Power Co , ,19630515,N .A .,1,00753J404,N,	,Y,10392306,Oil&Gas,Energy,FINANCIAL, ,Oil Comp-Explor&Prodtn, ,20110,10014,265,9fd492a0-8530-4a8a-a217-4d5e62b44e26,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,252a0fe7725f199c1d3f882d5c8e8604
28.616,OPTION EXPIRING 18-NOV-2022 EX 22.5C,United State Of AmericaD, ,N,N, ,S0,ALABA11A POWER CO,United State Of America,, ,5,N,IM00B41V7F32,OOTC, , , , ,N,PERP/canadaLL,100,N,N .A ., ,EPXXXX,4, ,, , , , ,19630515,101.8, , ,N,N,N,United State Of AmericaD, ,N,,  ,,,B41V7F3,,,, ,100, , , ,50000,NEW MONEY , , ,N,N, ,20211216,20220101, , ,N,100, , ,OPTION EXPIRING 18-NOV-2022 EX 22.5C, ,,19630510, ,16, ,904002,  ,ALABA11A POWER CO, ,4.52,20211001, ,United State Of AmericaD,N, ,DTC,N, ,N, ,BBG0000012W7,COZP1255A385,,Y,PUBLIC, , , ,United State Of AmericaD,SO 4.52 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N, ,171317,, ,N .A., , ,100, ,1,20211216,Preferred Stock,Y, , ,2, ,Y, , ,N .A .,500062,Y, ,,20220101, ,50000,COZP1255A385 Pfd,United State Of America,19630515,20211216, ,101370,ALPVN,N,Alabama Power Co,20211213,102.93, ,1,N,United State Of America,4, , , ,N,Anytime,FOLL OR PART ,United State Of America,N .A ., ,SO 4.6 PERP AP,Pfd,Southern Co/The, ,21700101,N, ,SO, ,United State Of America,N .A .,N .A .,N .A ., , , ,N,N .A ., , ,BBG001FB3NX3, , ,N .A ., ,N,United State Of America,Alabama Power Co						, ,19501024,N .A .,1,10392306,N,,Y,10392405,Electric,Utilities,UTILITY - ELEC, ,Electric-Integrated, ,20110,10014,265,ba8c24e6-6938-426d-908f-643d1f1e09df,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,b8ba325bd72a6e24a7c26bc16b3dcabf
28.988,OPTION EXPIRING 09-SEP-2023 EX 17.5C,United State Of AmericaD,N.A., , ,AP,S0,TREASURY BILL,United State Of America,, ,5,N,IM00B40LSY06, , , , , ,N,PERP/canadaLL,100,N,N .A ., ,:)BZIFR,4,,, , , ,,19501024,102.2, , ,Y,N,N,United State Of AmericaD, , ,, ,, ,B40LSY0,, , , ,100, , , ,100000,NEW MONEY , , ,N, ,,20211216,20220101,,,N .A.,100,,N .A.,OPTION EXPIRING 09-SEP-2023 EX 17.5C, , ,19501020, , , ,904004,  ,TREASURY BILL,,4.6,20211001, ,United State Of AmericaD,N, , , , ,N.A., ,BBG010VMHVX2,COZP1256A386,, ,PUBLIC,, , ,United State Of AmericaD,SO 4.6 PERP,PUBLIC, ,TYPE PRFD,5,BGN,N,,171317, ,A2SB95,N .A., , ,100, ,2,20211216,Bill,Y, , ,1, , ,20211112, ,N .A .,10392405,N, ,Y,20220101,N.A.,100000,COZP1256A386 Govt,United State Of America,19501024, , ,101370, ,N,United States Treasury Bill,,104.2, , , ,United State Of America, ,,, ,N, , ,United State Of America,N .A ., ,B 0 11/12/21,Govt,Southern Co/The, ,20211112,N, ,SO, ,N .A.,N.A.,N .A.,N.A., , ,,N,N .A.,Non-Grandfathered, ,BBG001FN4MX1, ,, , , ,United State Of America,United States Treasury Bill, , , , ,20211213,N,,Y,912796H51,Electric,Utilities,UTILITY - ELEC, ,Electric-Integrated, ,20076,10010,459,9b870d9e-1fd8-47fc-a09a-0e2bacd66738,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,cecef7b2cde0f3a83b9365e944f75f33
0,OPTION EXPIRING 09-SEP-2023 EX 23.4C,United State Of AmericaD,N.A., , , ,B,WI TSY BILL,United State Of America,, ,2,N,MU0250500235, , , , , ,N,NORMAL,100,N,N .A., ,N .A., , ,, , , , ,20210513,0.05, ,20211112,Y,N, ,United State Of AmericaD, , ,, , , ,B3F44G1,, , , ,100, , , ,1.19769, , , ,N, , , , , , ,N .A.,100, ,N .A.,OPTION EXPIRING 09-SEP-2023 EX 23.4C, , , , , , , , ,WI TSY BILL, , , , ,United State Of AmericaD,N, , , , ,N.A., ,BBG012248XKO,COZP1257A387, , ,United State Of America GOVI, , , ,United State Of AmericaD,B 11/12/21,United State Of America GOVERNMENT, ,D ISCOUNT,5,BGN,N, ,349054, , ,N.A., , ,100, ,2, ,Bill,N, , ,1, , ,20220210, , ,192941319,N, ,Y, , ,1.19769,COZP1257A387 Corp,United State Of America, , , ,218252, ,N,United States Treasury Bill - h1I Post Auction, , , , , ,United State Of America, , , , ,N, , ,United State Of America, , ,XIB 0 02/10/22,Corp,United States of Americanada, ,20220210, , ,3352Z, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG001FN4N05, , , , , ,United State Of America,United States Treasury Bill - WI Post Auction, , , , ,912796851,N, ,Y,9999X03M7,Sovereiqn,Government,United State Of AmericaGN, ,Sovereiqn, ,20076,10010,459,0e7e24d7-267f-4908-954c-c4df9e46f46e,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,4f58919ce50641c42356403a092a0c61
0,OPTION EXPIRING 09-SEP-2023 EX $0.50,United State Of AmericaD,N,N,Y, ,XIB,ROYAL BK canadaNADA TORONTO,United State Of America,,N .A.,2,Y,IM00B2RJ3S21, , , , , ,N,NORMAL, ,N,N.A., ,DTVNFR, , ,, , , , ,20211112,0.045, ,20220210,N,N, ,EUR, ,N,, , , ,B2RJ3S2,, , , ,100, , , ,60232000000, , , ,N,N, , , , , ,N,100,  ,N,OPTION EXPIRING 09-SEP-2023 EX $0.50, , , , , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , , , ,EUR,N, , ,N,Y,N,20210812,BBGOOY19VB50,COZP1258A388, ,N,United State Of America GOVI, , , ,EUR,XIB 02/10/22,United State Of America GOVERNMENT, ,D ISCOUNT,198,N.A.,N, ,349057, ,  ,N.A., ,20211111,100, ,1, , ,N, , ,2, ,N,20211111,O, ,195341532,N, ,Y, ,MATURED,60232000000,COZP1258A388 Pfd,TE, , , ,218252, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,1, , , ,N, , ,United State Of America, , ,RY VO 11/11/21,Pfd,United States of Americanada, ,20211111, , ,3352Z,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG001H1BMK3, , ,N .A., ,N,United State Of America,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,912796L72,N, ,Y, ,Sovereiqn,Government,United State Of AmericaGN,Seasoned,Sovereiqn,N,20051,10008,675,7319f987-bf72-44bc-aad7-e8a12aad8d23,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,8bca1833649fe45c0d372e4bef7646f1
N .A.,FULLY PAID ORDINARY/UNITS STAPLED SECURITIES,EUR,N,N,Y, ,RY,ROYAL BK canadaNADA TORONTO,canada ,,N .A.,20,Y,IM00B2RJ3Y80, , , , , ,N,AT MATURITY,10000,N,N .A., ,DTVNGR,, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,GBP, ,N,,224476680, , ,B2RJ3Y8,, , , ,100000, ,, ,2500000,SR UNSECURED, , ,N,N, ,20201111,20211111, , ,N,100,1,N,FULLY PAID ORDINARY/UNITS STAPLED SECURITIES, , ,20201028, , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , ,20201111, ,GBP,N,O, ,Y,Y,N,20211111,BBGOOY19VBJ5,COZP1259A389, ,N,EURO MTN, , , ,GBP,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,198,N .A.,N, ,7807776, ,  ,N.A., ,20210211,10000, ,1, , ,N, , ,2, ,N,20211111,O,N .A.,188639607,N, ,, ,MATURED,2500000,COZP1259A389 Govt,EN,20201111, , ,110411, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,4, , , ,N, , ,canada,N .A., ,RY VO 11/11/21 0001,Govt,Royal Bank of canadanada, ,20211111, , ,RY,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG001H1BMK3, , ,N .A., ,N,canada,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,BM1849769,N, ,Y, ,Banks,Financial,BANK,Seasoned,Commer Banks Non-United State Of America,N,20051,10008,675,a234290a-7e3b-41cd-9ca1-50ad0e73f22c,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,77082a6a895bddd53afcbbdc8c9ea7c2
N .A.,ALEXANDER CREDIT INCOME ,GBP,N,N,Y,1,RY,ESM BILL,canada ,, ,20,N,IM00B2RJ3X73,EBMX, ,XLUX,SEND, ,N,AT MATURITY,10000,N,N .A., ,DYZCXB,4, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,EUR, ,N,,224476698,, ,B2RJ3X7,, , , ,10000, ,, ,400000,SR UNSECURED, , ,N,N,,20201111,20210211, , ,N,100,4,N,ALEXANDER CREDIT INCOME , ,,20201028, , , , , ,ESM TBILL, , ,20201111, ,EUR,N,O, ,N, ,N,20210211,BBGOOY3WT4D7,COZP1260A390, ,N,EURO MTN, , ,,EUR,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,7,EMTS,N, , ,,A2JNS5,N.A., , ,10000, ,1, , ,N, , ,2, ,N,20211111, ,N .A.,7807776,N, ,Y, ,MATURED,400000,COZP1260A390 Govt,TE,20201111, , ,110411,ESM 0.0 11/11/21,N,European Stability Mechanism Treasury Bill, , , ,1,N,EC,1, , , ,N, , ,canada,N .A., ,ESMTB 0 11/11/21,Govt,Royal Bank of canadanada, ,20211111,N, ,RY, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG003PGGR21, , ,N.A., ,N,canada,European Stability Mechanism Treasury Bill,N, ,N .A.,1,BM1849785,N,,Y, ,Banks,Financial,BANK,Does Not Apply,Commer Banks Non-United State Of America,N,20076,10010,458,bb735a7d-5ec8-4f4e-8974-82c7280e8243,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,71d5445fa8a61b07a3290e00233ca761
29.36,ORDINARY FULLY PAID,EUR, ,N,N, ,ESMTB,h1AS ABSTAINERS INSURANCE,S.nat,, ,2,N,IM00B2RJ3W66, , , , , ,N,AT MATURITY,0.01,N,N .A., ,N.A., , ,, , , , ,20201112,100.60574, ,20211111,N,N,N,canadaD, ,N,,225673284, , ,B2RJ3W6,, , , ,0.01, , , ,1490470000,BILLS, , ,N,N, , , , , ,N,100, , ,ORDINARY FULLY PAID, , ,20201106, ,, , , ,WAS ABSTAINERS INSURANCE, , , , ,canadaD,N, , ,N, ,N, ,BBG000003790,COZP1261A391, ,Y,EURO NON-DOLLAR, , , ,canadaD,ESMTB 0 11/11/21,EURO NON-DOLLAR, ,INTE.REST@MTY,57,N.A.,N, ,33508530, ,,N .A., , ,0.01, ,1, ,Preferred Stock,N, , ,2, ,N, , ,N .A.,189148450,Y, ,N, , ,1490470000,COZP1261A391 Corp,canada,20201112,20220326, ,32208894, ,N,Abstainers Insurance Co, , , ,1,N,canada,2, , , ,N,Anytime, ,LU,N .A., ,ABSTNR 10 PERP A,Corp,European Stability Mechanism, ,21701015, , ,5701540, ,N.A.,N .A.,N.A.,N .A., ,, ,N,N.A., , ,BBG001FL38X7,, ,N .A., ,N,S.nat,Abstainers Insurance Co, ,19881231,N.A.,1,BM3243326,N, ,Y,3864402,Sovereign,Government,SUPRA-NATIONAL, ,Sovereign Agency, ,20055,10008,165,70e55e5f-30fc-424f-b72a-b5f326f33c99,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,e22bbd42baddecb957eb601ddec193f7
29.732,WARRANTS,canadaD, ,N,N,A,ABSTNR,ADVANCED FINANCIAL INC,canada,, ,6,N,IM00B2RJ3T38, , , , , ,N,PERP/canadaLL,10,N,N.A., ,EPXXXX,2, ,, , , , , , , , ,N,N,N,United State Of AmericaD,1,N,, , , ,B2RJ3T3,, , ,,10, , ,,120000,NEW MONEY,4, ,N,N, ,19880926,20220415, , ,N,10, , ,WARRANTS, , , , ,,, , ,ADVANCED FINANCIAL INC, ,10,20211015, ,United State Of AmericaD,N, ,DTC,Y, ,N, ,BBG000004VJ5,COZP1262A392, ,Y,PUBLIC, , , ,United State Of AmericaD,ABSTNR 10 PERP,PUBLIC,,TYPE PRFD,57,United State Of America,N, ,239354, ,A1V6YG,N .A.,Y, ,10, ,1,19880926,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y, ,N,19881015, ,93080,COZP1262A392 Pfd,United State Of America, ,20211227, , ,,N,Advanced Energy Recovery Inc,20211213,10,,1,N,United State Of America,4, , , ,N,Anytime, ,United State Of America,N .A.,Optionally,AVFI 10.5 PERP B,Pfd, ,EQ0010229700001000,21700110,N, , , ,N .A.,N .A.,N .A.,N .A.,, ,20211213,N,N .A., , ,BBG001FFOCG3,N, ,N .A., ,N,canada,Advanced Energy Recovery Inc						, ,19920611,N .A.,1,3864402,N, ,Y,00753J404,Insurance,Financial,INDUnited State Of AmericaTRIAL, ,Multi-line Insurance, ,20048,10007,135,7f618ecc-0185-4d6c-b446-4edce5d5d3e9,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,876e999d962c0d5be26cb357355b352e
30.104,PERFORMANCE RIGHTS,United State Of AmericaD, ,N,N,B,AVFI,ALABA11A POWER CO,United State Of America,, ,5,N,IM00B2RJ3P99,OOTC, , , , ,N,CONV/canadaLL/PERP,4,N,N .A., ,EPXXXX,4, ,, , ,,	,19920611,4,VTR canadaPITAL, ,N,N,N,United State Of AmericaD, ,N,, , ,	,B2RJ3P9,, , , ,100,  ,  , ,400000,NEW MONEY, ,	,N,N,,19951227,20220110,, ,N,4,, ,PERFORMANCE RIGHTS, ,,19920604,19920611,16, ,		, ,ALABA11A POWER CO,,10.5,20211010, ,United State Of AmericaD,N,,DTC,Y, ,N, ,BBG0000012N7,COZP1263A393,,Y,PUBLIC, , , ,United State Of AmericaD,AVFI 10 1/2 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N,1,102297,, ,N .A., , ,100, ,1,19951227,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y,  ,N,19960110, ,363000,COZP1263A393 Govt,United State Of America,19920611,20211216, , ,APRCP,N,Alabama Power Co,20211213,4, ,1,N,United State Of America,4,		,AVRC,	,N,Anytime,FOLL OR PART ,United State Of America,N .A., ,SO 4.52 PERP,Govt,	  , ,21700101,N, ,, ,United State Of America,N .A .,N .A .,N .A ., , ,20211213,N,N .A ., , ,BBG001FB3NX3, ,AVRC United State Of America Equity,N .A ., ,N,United State Of America,Alabama Power Co , ,19630515,N .A .,1,00753J404,N,	,Y,10392306,Oil&Gas,Energy,FINANCIAL, ,Oil Comp-Explor&Prodtn, ,20110,10014,265,39e19c93-68fb-4dc9-91dd-ed857509e716,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,a0bbb2c907c76e2b74c73a9cefab15f2
30.476,ORDINARY FULLY PAID,United State Of AmericaD, ,N,N, ,S0,ALABA11A POWER CO,United State Of America,, ,5,N,IM00B2RJ3N75,OOTC, , , , ,N,PERP/canadaLL,100,N,N .A ., ,EPXXXX,4, ,, , , , ,19630515,101.8, , ,N,N,N,United State Of AmericaD, ,N,,  ,,,B2RJ3N7,,,, ,100, , , ,50000,NEW MONEY , , ,N,N, ,20211216,20220101, , ,N,100, , ,ORDINARY FULLY PAID, ,,19630510, ,16, ,904002,  ,ALABA11A POWER CO, ,4.52,20211001, ,United State Of AmericaD,N, ,DTC,N, ,N, ,BBG0000012W7,COZP1264A394,,Y,PUBLIC, , , ,United State Of AmericaD,SO 4.52 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N, ,171317,, ,N .A., , ,100, ,1,20211216,Preferred Stock,Y, , ,2, ,Y, , ,N .A .,500062,Y, ,,20220101, ,50000,COZP1264A394 Corp,United State Of America,19630515,20211216, ,101370,ALPVN,N,Alabama Power Co,20211213,102.93, ,1,N,United State Of America,4, , , ,N,Anytime,FOLL OR PART ,United State Of America,N .A ., ,SO 4.6 PERP AP,Corp,Southern Co/The, ,21700101,N, ,SO, ,United State Of America,N .A .,N .A .,N .A ., , , ,N,N .A ., , ,BBG001FB3NX3, , ,N .A ., ,N,United State Of America,Alabama Power Co						, ,19501024,N .A .,1,10392306,N,,Y,10392405,Electric,Utilities,UTILITY - ELEC, ,Electric-Integrated, ,20110,10014,265,26111f02-3ed6-4e26-bf8d-0805914fd8cd,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,9e266585fb6500cd9fe8f650ef18f3ea
